,CN,AA,RA,PA,JA,SA,SO,HPI,HDI,LLHN,CAR,CH2_L2,DAGI,DALI,inDAGI,inDALI,PALI,PAGI,CN_DAGI_0.2_0.8,CN_DALI_0.2_0.8,CN_inDAGI_0.2_0.8,CN_inDALI_0.2_0.8,CN_PALI_0.2_0.8,CN_PAGI_0.2_0.8,CN_DAGI_0.4_0.6,CN_DALI_0.4_0.6,CN_inDAGI_0.4_0.6,CN_inDALI_0.4_0.6,CN_PALI_0.4_0.6,CN_PAGI_0.4_0.6,CN_DAGI_0.6_0.4,CN_DALI_0.6_0.4,CN_inDAGI_0.6_0.4,CN_inDALI_0.6_0.4,CN_PALI_0.6_0.4,CN_PAGI_0.6_0.4,CN_DAGI_0.8_0.2,CN_DALI_0.8_0.2,CN_inDAGI_0.8_0.2,CN_inDALI_0.8_0.2,CN_PALI_0.8_0.2,CN_PAGI_0.8_0.2
0,0.8515068493150686,0.8663546423135464,0.8858193810248605,0.7266412988330796,0.8677194317605276,0.8750989345509894,0.8677194317605276,0.8577980720446474,0.846433282597666,0.7640208016235414,0.8663039066463724,0.87435565702689,0.5042744799594114,0.5409487569761542,0.49906139015728057,0.4590512430238458,0.7088483003551497,0.7266539827498733,0.8488127853881278,0.8531912734652463,0.6643962455606292,0.6008168442415018,0.8341451040081177,0.8252232369355657,0.8561948249619483,0.8570167427701675,0.7449112125824454,0.6902181633688482,0.8449771689497718,0.8413064434297312,0.8545738203957383,0.8549720953830542,0.7992313546423135,0.7528919330289193,0.8463216641298833,0.84441400304414,0.8544368340943683,0.8549619482496196,0.8353094875697614,0.8048655504819887,0.8463368848300356,0.8444114662607813
1,0.8870649416539826,0.8967224759005581,0.9028411973617454,0.7737417554540842,0.8836377473363775,0.884558599695586,0.8836377473363775,0.8530568239472348,0.8716412988330796,0.7969457128361237,0.900339928970066,0.9034880771182141,0.5092922374429223,0.55460933536276,0.4914028411973617,0.44539066463724,0.7565068493150685,0.7737747336377474,0.8743987823439878,0.8813368848300356,0.6756418061897513,0.6011491628614918,0.8752130898021309,0.8687214611872147,0.8877777777777777,0.8888508371385084,0.7660350076103501,0.6991248097412481,0.8839396245560629,0.8813267376966007,0.8883333333333334,0.888404363267377,0.8269355657026889,0.7738685946220192,0.8845890410958904,0.8838001014713344,0.8879781836631151,0.8882470826991375,0.8738330796549973,0.8362278031456114,0.8846702181633688,0.8838762049720954
2,0.8636986301369862,0.8769051243023847,0.890398274987316,0.7505022831050228,0.8708371385083714,0.8772957889396246,0.8708371385083714,0.8522856418061897,0.8524606798579402,0.768675799086758,0.8795053272450534,0.886902587519026,0.5307204464738712,0.5528056823947235,0.46178335870116693,0.4471943176052765,0.7374175545408421,0.7504439370877728,0.8533942161339421,0.8589345509893455,0.6532242516489091,0.5964485032978183,0.8491324200913242,0.8400279046169457,0.8657940131912734,0.8665905631659057,0.7471765601217656,0.6943937087772705,0.8586402841197361,0.8546397767630645,0.8653297818366312,0.8655606291222729,0.8061796042617961,0.7601420598680874,0.8599137493658042,0.8581354642313546,0.8654109589041096,0.8655657026889904,0.8488635210553018,0.8077371892440385,0.8599340436326738,0.8581582952815829
3,0.8595230847285642,0.8721182141045154,0.8852765093860984,0.7522957889396246,0.867019279553526,0.8686707255200405,0.867019279553526,0.8422146118721461,0.8540182648401826,0.7919203450025367,0.8699036022323693,0.8748427194317605,0.48093099949264334,0.5137544393708777,0.5065525114155252,0.4862455606291223,0.735712836123795,0.7522450532724505,0.8459665144596651,0.8522171486555048,0.670101471334348,0.6148452562151192,0.8469761542364281,0.8377194317605277,0.8614003044140031,0.8623896499238966,0.7491273465246069,0.7001065449010654,0.8560071029934044,0.8519076610857432,0.8617427701674276,0.8620395738203956,0.8040842212075088,0.7607864028411973,0.856935565702689,0.85519533231862,0.861808726534754,0.862080162354135,0.842579908675799,0.8120801623541348,0.856986301369863,0.8552536783358702
4,0.8740588533739219,0.8860527650938609,0.8993911719939117,0.7494266869609335,0.8856646372399797,0.8862151192288179,0.8856646372399797,0.8504540842212075,0.8716768138001014,0.787861491628615,0.8824657534246576,0.888896499238965,0.48992643328259766,0.5266793505834602,0.5175697615423643,0.47463977676306446,0.7342643328259766,0.7494266869609336,0.84798833079655,0.8536960933536275,0.6836453576864536,0.6093480466768139,0.8602663622526636,0.8506823947234905,0.8695281582952816,0.8697133434804668,0.76603500761035,0.7064358193810248,0.8693987823439878,0.8658929477422628,0.8736529680365297,0.8736504312531709,0.8212988330796549,0.7749797057331304,0.8706468797564687,0.8690943683409436,0.8738584474885844,0.8737062404870624,0.8628767123287672,0.8308802638254693,0.8706976154236428,0.8691045154743785
5,0.8704616945712836,0.8849771689497717,0.8998072044647387,0.7396575342465753,0.8936732623033994,0.8961922881785895,0.8936732623033994,0.8556798579401319,0.8779375951293761,0.7786250634195839,0.8790360223236935,0.8855682394723492,0.49055809233891423,0.5263267376966008,0.515433789954338,0.4736732623033993,0.7342313546423136,0.7396144089294774,0.8394622019279554,0.8503754439370879,0.6963368848300355,0.623064434297311,0.8529528158295282,0.8419507864028413,0.8636808726534754,0.8666362252663622,0.7803018772196855,0.7198883815322171,0.8639523084728563,0.8595230847285642,0.867810755961441,0.8689954337899543,0.8371055301877219,0.7843531202435312,0.8652409944190765,0.8634652460679858,0.8679731100963978,0.8690867579908677,0.8729604261796042,0.8349416539827499,0.8652562151192288,0.8634753932014205
6,0.8706976154236428,0.8834601725012685,0.9000101471334349,0.762199391171994,0.8865068493150685,0.8906291222729579,0.8865068493150685,0.8542262810755963,0.8692820903094877,0.79039066463724,0.8827625570776256,0.8895611364789447,0.47927955352612883,0.5173668188736682,0.4989903602232369,0.4840131912734652,0.7583384069000507,0.7621790969051244,0.864066463723998,0.8699949264332826,0.6839345509893455,0.6345560629122273,0.8563064434297311,0.8461593099949264,0.8730872653475393,0.874728564180619,0.7643835616438357,0.7200304414003045,0.865925925925926,0.8614992389649924,0.8723795027904617,0.8730999492643329,0.8196067985794013,0.7780821917808218,0.8665246067985793,0.8650076103500761,0.8725570776255707,0.8731303906646372,0.857478437341451,0.8273110096397769,0.8665246067985793,0.8650355149670218
7,0.8650558092338914,0.8798300355149671,0.895857432775241,0.7404591577879248,0.8808320649416539,0.8868036529680365,0.8808320649416539,0.8699010654490107,0.8598477929984779,0.7705352612886859,0.8797184170471841,0.8860730593607306,0.5156164383561643,0.5513952308472857,0.4991856925418569,0.4486047691527143,0.7315728056823947,0.7406139015728056,0.8562709284627091,0.8588127853881278,0.6828817858954845,0.5982597666159309,0.8490512430238457,0.8380872653475393,0.8674099441907661,0.8668746829020803,0.7677752409944191,0.6929680365296803,0.8591577879249112,0.8544190766108575,0.8677270421106038,0.8671588026382547,0.821773211567732,0.7610908168442414,0.8602486047691527,0.8578640284119736,0.867724505327245,0.8671638762049722,0.8548579401319127,0.8157838660578387,0.8602486047691527,0.8578893962455607
8,0.8725824454591578,0.883921867072552,0.8944926433282597,0.75720700152207,0.8771765601217656,0.8768467782851344,0.8771765601217656,0.8390512430238457,0.8645966514459665,0.8015220700152206,0.8814586504312532,0.8869330289193303,0.4883637747336377,0.5329680365296804,0.46218163368848303,0.4670319634703196,0.7405783866057838,0.7570649416539827,0.8544723490613901,0.8628665651953323,0.6527803145611365,0.6159817351598172,0.860542871638762,0.85226534753932,0.8715905631659056,0.8732318619989853,0.7448782343987823,0.7087924911212582,0.8691476407914764,0.8657382039573821,0.8733942161339422,0.8741146626078133,0.8057153729071538,0.7730948756976154,0.8696397767630645,0.8681988838153222,0.8734830035514967,0.8741045154743785,0.8543683409436833,0.8214104515474379,0.8697158802638255,0.8682749873160831
9,0.8619228817858954,0.8718036529680365,0.8800152207001521,0.7513723997970574,0.8652511415525115,0.867478437341451,0.8652511415525115,0.8423033992897007,0.8538609842719431,0.8078919330289194,0.8690892947742263,0.8745408422120751,0.4784576357179097,0.5060020294266869,0.5396067985794013,0.49399797057331307,0.7322729578893963,0.7513419583967529,0.8494063926940639,0.852384576357179,0.6949822425164891,0.6246727549467276,0.851993911719939,0.843523592085236,0.8638685946220193,0.8626585489599188,0.7697260273972603,0.7136631151699644,0.8593302891933029,0.8560984271943177,0.8629604261796043,0.8619279553526128,0.8208980213089803,0.7725621511922881,0.8597108066971081,0.8589700659563673,0.8630542871638761,0.8619939117199391,0.8536352105530187,0.8124860476915272,0.8597666159309995,0.8590005073566718
